Pharmacy Name,النوع,Location,Detailed_Location ,Phone
كنج الجديدة,الصيدليات,بعبدا,الغبيري-المصبغة ملك محمد الشامي عقار 437,01/279096
كنعان,الصيدليات,عاليه,حي الزهور -عقار رقم 3740 -ملك غسان وزياد فيصل كريدلي,05/803620
كوان روج,الصيدليات,المتن,بيت الككو-الشارع العام ملك جوزف حبيب الاشقر عقار 31,04/926017
كوين بلازا,الصيدليات,المتن,قرنة الحمراء ملك جريج الشارع العام عقار 111,01/255486
كيغارت,الصيدليات,المتن,البوشرية-المدينة الصناعية ملك ارتين سميتيان عقار 132 قسم 62,01/260907
كيفوركيان,الصيدليات,المتن,برج حمود-اراكس-ملك ماري و سيراربي بازركيان عقار 860,01/261130
كيفون,الصيدليات,عاليه,كيفون حي جل البيادر شارع الجامع ملك داغر عقار 86,05/271651
كيليكيا,الصيدليات,بيروت,بيروت-مارمخايل-طريق النهر ملك مطرانية بيروت رقم العقار 173,01/442668
كيمز,الصيدليات,بعبدا,حارة حريك -القسيس ملك سعد عقار 6/2530,01/556461
ل.رحال,الصيدليات,بعبدا,برج البراجنة-عبدالناصر-كرم الجميزة ملك حرب عقار 1468,01/450556
لا سانتيه,الصيدليات,جبيل,جبيل-الطريق العامبلاط ملك جبرائيل عقار 298,09/796395
لا يوجد اسم بعد,الصيدليات,بعبدا,منطقة بعبدا العقارية -عقار رقم 4422-بملكها,NA
لارا,الصيدليات,كسروان,جونيه المنطقة العقارية غادير الطريق العام السوق العتيق بملكها عقار 128 بلوك ث رقم 7,09/917557
لارا,الصيدليات,الشوف,الرملية شارع عام صيدا بيروت ملك سعد الدين رقم العقار 969 قسم 6,03/837605-07/990170
لارا,الصيدليات,عاليه,القماطية-علي الحاج-سعيد نصر الدين عقار 600,05/273037
لاغوسبا,الصيدليات,المتن,برج حمود-طرابلس ملك سيمون غناجة عقار 3684,01/685401
لافارما,الصيدليات,الشوف,حاره الناعمة -عقار رقم 1507-ملك محمد فخرالدين وسلوى فخر الدين,05/601810
لافارماتشيتا-الزواق,الصيدليات,كسروان,ذوق مكايل مشروع سمايا السياحي البحري ملك سليمان رشيد تنوري عقار 812 القسم 22 H,09/218875
لافارمسي,الصيدليات,كسروان,غزير-الطريق العام ملكه عقار 621 قسم 11,09/921165
لافيتا,الصيدليات,جبيل,جبيل-طريق طرابلس القديم ملك نوفل يوسف نوفل عقار 1175 قسم 10,09/478478
لافيدا,الصيدليات,الشوف,بعقلين-الوطى ملك امين رضا الدين رقم العقار 669,05/305028
لاكروا,الصيدليات,المتن,البوشرية-الرسل-نيو روضة ملك النداف عقار 2711 قسم 7,04/926573
لاكور,الصيدليات,كسروان,ذوق مكايل-الخندق ملك رشيد الحاج والزيلع ودرنيقة عقار 1255,09/212179
لاكوللين,الصيدليات,المتن,مزرعة يشوع-الطريق العام خليل روكز ملك بجاني عقار 235,04/523896
لامادون,الصيدليات,كسروان,ذوق مكايل -اسباس 2000 ملك نعمة حنا عقار 5/1162,09/223018
لامادون,الصيدليات,بيروت,الاشرفية-الغزالية-اتشناك ملك ماري-تريز عون رقم العقار 516,01/328458
لايف لاين فارماسي LIFELINE PHARMACY,الصيدليات,كسروان,زوق مصبح عقار رقم 1415 القسم 10 ملك ديانا سعد الله عبدالله,NA
لبنان,الصيدليات,المتن,المطليب-طريق عام بكفيا ملك عازار عقار 168,01/269334
لمى,الصيدليات,الشوف,السمقانية-الطريق العام ملك نزيه خليل صادق رقم العقار 1528,NA
لمى,الصيدليات,بعلبك,النبي عثمان حي الدورة طريق بعلبك حمص عقار 512 ملك حسين علي صالح نزها,08/233607
لميا,الصيدليات,بعبدا,الشياح شارع الكنيسة ملك عساف عقار 586,01/540841
لوريميد,الصيدليات,المتن,برج حمود-السنترال ملك كلاديس هدبا عقار 2927,04/862139-04/960264
لوغبريال,الصيدليات,بيروت,الاشرفية العقارية القائمة على المخزن 1 و2 من بلوك B من العقار رقم 896 ملك الرهبانية المارونية المريمية,01/324686
لوفيسين,الصيدليات,بعبدا,بعبدا-شارل حلو- خليل حرفوش عقار 2/109 قسم 6,05/922658
لوما فارم,الصيدليات,بيروت,بيروت الطريق الجديدة حي المزرعة شارع محمد علي بيهم عقار 2759 /8 ملك عبدالرحيم و منى عمر الجبيلي,01/646577
لونغ لايف Long life ph.,الصيدليات,عاليه,العمروسية الشارع العام ملك عفيف الاشقر عقار 872 القسم رقم 10,05/436486
ليا فارم Lia pharm,الصيدليات,عاليه,شارون -عقار 692 -حي الملاحة الشارع العام -محلين 4و5 -ملك سعد البنا,03/575961
ليافارم LEAPHARM,الصيدليات,بيروت,بيروت-منطقة راس بيروت-الروشة ملك ورثة الكعكي وعضاضة رقم العقار 2714 محلي رقم 6 و 7 والمستودع خلفها,01/800909
ليال,الصيدليات,بعبدا,الحدث-قرب مجمع الملك-الجامعة مملك حسن علام عقار 2454,05/480442
ليلو,الصيدليات,المتن,البوشرية العقارية عقار رقم 3664 القسم رقم 5 ملك نبيل جرجي ليلو,01/697390
ليلى,الصيدليات,بعبدا,بزبدين الشارع العام ملك عارف معضاد عقار 894,05/360095
ليلي -Lilly’s pharmacy,الصيدليات,كسروان,ساحل علما شارع كنيسة مارضومط -حي مارضومط عقار رقم 5/416 ملك جورج مارون الحكيم وماري الياس كميد,09/933181
ليلياLilia,الصيدليات,راشيا,راشيا الوادي حي عز العرب عقار 1434 ملك فيصل ابو شهلا,08/561428
ليليت,الصيدليات,المتن,برمانا-الكنائس ملك عواد عقار 673 - 674,01/872844
لينا,الصيدليات,المتن,الفنار ملك غسان نجار عقار 7/1153,03/754548
لينا,الصيدليات,بعبدا,برج البراجنة-مدرسة الرمل-ملك انور حرب عقار 577,NA
لينا,الصيدليات,عاليه,عاليه-الدباس بكداش عقار 896,05/555313
ليندا,الصيدليات,المتن,المطيلالمدخل الرئيسي بيت الشعار ملك اكرم حنا الخوري عقار 4/23,03/292719
م.ج.نعمه,الصيدليات,الكورة,بشمزين الشارع العام قرب بنك بيبلوس ملك ليديا حداد عقار 472 القسم 15,06/931999-06/931999
ماجد,الصيدليات,البقاع الغربي,غزه-الطريق العام ملك عليي قاسم الصميلي عقار 216,08/640424
ماجد,الصيدليات,بعبدا,حارة حريك-جل اده-الابيض مملك اممنة عيسى عقار 1942,01/549100
مار الياس,الصيدليات,المتن,البوشرية-مارتقلا-السد ملك الحاوي عقار 466,04/870583
مار الياس الحي,الصيدليات,كسروان,صربا-مارالياس الحي-البياض ملكها عقار 14/1559,09/636545
مار الياس الدكوانه,الصيدليات,المتن,الزلقا-الزغبي ملك طانيوس حدادجيان عقار 586 قسم 3,01/683310
مار الياس-الجديدة,الصيدليات,المتن,عين سعادة-الشارع العام ملك الياس البيطار عقار 1726 قسم 4,01/884112-01/885583
مار الياس-الزلقا,الصيدليات,المتن,الجديدة-طلعة الرويسات-عين الجديدة ملكه عقار 1276 قسم B VII,04/712124
مار بطرس,الصيدليات,المتن,الدكوانه-مار الياس راس الدكوانه عقار 123 قسم 7,01/260164
مار تقلا,الصيدليات,المتن,البوشرية-كمب امانوس ملك ساوول عقار 1631,04/713120
مار تقلا,الصيدليات,بعبدا,الحازمية-مار تقلا ملك فؤاد مسعود عقار 2923,05/950318
مار روكز,الصيدليات,بعبدا,الحازمية-حي ساحة المونسنيور الفغالي شارع مار روكز عقار رقم 731 ملك ورثة المونسنيورالفغالي,05/453953
مار شربل,الصيدليات,زغرتا,عردات -حي وطى عردات عقار رقم 859 ملك جيسكار معتوق,06/666156
مار شربل,الصيدليات,المتن,جل الديب-رقم 7 ملك داود بوفرحات عقار 225,01/691529
مار شربل,الصيدليات,جبيل,حبوب-الشارع العام-شهيد يوسف الخوري عقار 8/261,09/545200
مار ضومط,الصيدليات,المتن,الدكوانة حي ضهر الحصين الشارع مار روكز الطريق العام ملك دير مار روكز الرهبانية الانطونية المارونية عقار 1/75 القسم 4 J,01/494040
مار فرنسيس,الصيدليات,بعبدا,بطشيه-الطريق العام ملك صهيون,05/923224
مار منصور,الصيدليات,المتن,برج حمود-سن الفيل حي مار ضوميط ملك كرم عقار 182,04/522200
مار نهرا,الصيدليات,بعبدا,فرن الشباك تحويطة النهر ملك طرابيشي عقار 231,01/615529-01/616686
مار يوحنا,الصيدليات,زغرتا,زغرتا-مار يوحنا-الصليب ملك طنوس سعاده عقار 1037,06/663197
